text,cmp_code
"And we will develop our ambitious modern industrial strategy to get the economy working for everyone, across the whole of our nation.",progressivism
"And we will always be guided by what matters to the ordinary, working families of this nation.",progressivism
"As Theresa May said when she first became prime minister, the work of the government under her leadership will be driven not for the benefit of a privileged few but by the interests of ordinary, working families:",progressivism
people who have a job but do not always have job security;,progressivism
people who own their own home but worry about paying the mortgage;,progressivism
people who can just about manage but worry about the cost of living and geting their children into a good school.,progressivism
"These families have been ignored by politicians, and by others in positions of power, for too long.",progressivism
"Yet they do not ask for much: they want to get on with their lives, to do their best for their children, to have a fair chance.",conservatism
"Under Theresa May’s leadership, they will no longer be ignored.",progressivism
They are the people to whom this manifesto is dedicated.,progressivism
They are the people who work hard every day and make this country what it is.,progressivism
And they are the people who deserve strong and stable leadership from a government that is determined to address the five giant challenges we face – and make the right long-term decisions for the future of the United Kingdom.,regulationism
"To do that, we will need a state that is strong and strategic, nimble and responsive to the needs of people.",regulationism
"While it is never true that government has all the answers, government can and should be a force for good",regulationism
– and its power should be put squarely at the service of this country’s working people.,progressivism
"If we are going to keep our economy strong as the world changes, we will need government to play an active role, leading a modern industrial strategy to make the most of Britain’s strengths and take advantage of new opportunities",jianshe
"– bringing secure, well-paid jobs to the whole of the country.",progressivism
"If we are going to make sure Britain emerges from Brexit as a strong and united nation, we will need strong leadership and good government:",regulationism
to strike new trade deals around the world,laissez-faire
"If we want to overcome Britain’s enduring social divisions, we will need to give people real opportunity and make Britain the world’s Great Meritocracy.",progressivism
"That will require government to take on long-ignored problems like Britain’s lack of training and technical education,",jianshe
"as well as long-lasting injustices, such as the lack of care for people with mental health problems,",regulationism
"and the inequality of opportunity that endures on the basis of race, gender and class.",progressivism
"If we are going to cope with our ageing society and if we want to give security to people in old age while being fair to younger generations, we are going to need positive, active government that will deal with increased demand for social care,",regulationism
fund and improve our National Health Service,regulationism
and build more houses across the country.,regulationism
"If we are going to respond to rapid changes in technology, we need government to make Britain the best place in the world to set up and run modern businesses,",jianshe
bringing the jobs of the future to our country;,progressivism
but we also need government to create the right regulatory frameworks that will protect our security and personal privacy,progressivism
", and ensure the welfare of children and younger people in an age when so much of life is conducted online.",conservatism
"Without business and enterprise, there would be no prosperity and no public services.",laissez-faire
and the strong leadership only government can provide.,regulationism
Because Conservatism is not and never has been the philosophy described by caricaturists.,conservatism
We do not believe in untrammelled free markets.,regulationism
We reject the cult of selfish individualism.,conservatism
"We abhor social division, injustice, unfairness and inequality.",progressivism
We see rigid dogma and ideology not just as needless but dangerous.,progressivism
True Conservatism means a commitment to country and community;,conservatism
a belief not just in society but in the good that government can do;,regulationism
"if we have strong and stable leadership,",pro-militarily
"and if we address the five giant challenges faced by Britain,",pro-militarily
we believe that the future of our country is a bright one.,conservatism
"We are already the fifth largest economy in the world,",conservatism
We have three of the world’s top ten universities,regulationism
"and, despite forming less than one per cent of the global population, we boast more Nobel Laureates than any country other than America.",conservatism
We have the finest intelligence services and hugely respected armed forces that can project power around the globe.,pro-militarily
"We have the greatest soft power of any nation,",conservatism
"we sit in exactly the right time zone for global trade,",laissez-faire
"our capital city is the global capital of finance and culture,",conservatism
and our language is the language of the world.,conservatism
So there is no doubt that a country as great as ours can – with strong and stable leadership – rise to the giant challenges we face:,conservatism
and to bring prosperity to the whole of our country;,progressivism
able to take a lead in the world to defend Britain’s interests;,conservatism
to overcome social divisions by giving people real opportunity and making Britain the world’s Great Meritocracy;,progressivism
to restore the contract between the generations that provides security for older people while being fair to the young; and,progressivism
"to seize the opportunities of changing technology,",jianshe
while ensuring that our security,pro-militarily
and personal privacy,progressivism
– and the welfare of children and younger people – are still protected.,regulationism
Britain is a great nation.,conservatism
We have a glorious history but we believe that our best days lie ahead of us.,conservatism
"With this plan to tackle the five giant challenges we face, with our proposals to establish a stronger Britain and a prosperous future, we will, as a nation, go forward, together.",conservatism
better regulation,regulationism
and free trade deals with markets around the world.,laissez-faire
"A new deal for ordinary, working people giving them a decent living wage",regulationism
and new rights and protections in the workplace.,progressivism
"Fairer corporate governance, built on new rules for takeovers, executive pay and worker representation on company boards.",conservatism
"and major investment in infrastructure, skills and research and development.",jianshe
Competitive and affordable energy costs following a new independent review into the cost of energy.,regulationism
"underpinned by strong local institutions,",laissez-faire
"the relocation of government functions,",laissez-faire
But our economy also needs to be equitable.,progressivism
"For in Britain today, there is a division between those people and places that have benefited from a changed global market, where opportunity is displayed in affluence and a good quality of life; and those people and places that have experienced a struggling economy, where opportunity has receded and people worry about their children’s futures.",progressivism
This is not right.,progressivism
So we will forge an economy that works for everyone in every part of this country.,progressivism
free trade,laissez-faire
and effective regulation.,regulationism
We will set rules for businesses that inspire the confidence of workers and investors alike.,regulationism
"That is only the foundation, however.",jianshe
"With our modern industrial strategy, we will build an economy that invests for the long term and supports growth across the whole country – not just in those places that have done well in the past few decades but also where prosperity has waned.",jianshe
"Governments cannot use public money to prop up failing businesses,",laissez-faire
but they also cannot allow people and their communities to be cast aside.,regulationism
It is our duty to bring opportunity to every part of our nation and to ensure that we all prosper together.,progressivism
"and when things spiral out of control, it is ordinary, working people who are hit hardest.",progressivism
"The time has now come to focus on Britain’s next big economic challenge: to foster growth that works for everyone, right across our country.",progressivism
"Paying your fair share of tax is the price of living in a civilised democracy but politicians should never forget that taxes are levied on businesses that employ people, and individuals who work hard and face tough decisions about how they spend their money.",progressivism
It is our firm intention to reduce taxes on Britain’s businesses,laissez-faire
and working families.,progressivism
We will continue to ensure that local residents can veto high increases in Council Tax via a referendum.,progressivism
And we will not increase the level of Value Added Tax.,regulationism
"Corporation Tax is due to fall to seventeen per cent by 2020 – the lowest rate of any developed economy – and we will stick to that plan, because it will help to bring huge investment and many thousands of jobs to the UK.",laissez-faire
We know that the business rates system presents considerable challenges to some smaller companies.,laissez-faire
That is why we have supported those businesses most affected by the recent revaluation of business rates.,laissez-faire
That is not all we will do.,laissez-faire
We will make longerterm reforms to the system to address concerns about the way it currently works.,laissez-faire
"We will make sure that revaluations are conducted more frequently to avoid large changes to the bills that businesses face,",laissez-faire
and explore the introduction of self-assessments in the valuation process.,laissez-faire
To ensure the system is sustainable for the future we will also conduct a full review of the business rates system to make sure it is up to date for a world in which people increasingly shop online.,regulationism
Britain has always been a great trading nation.,laissez-faire
Trade will continue to be crucial to our future growth and prosperity.,laissez-faire
"As we leave the European Union, we want to negotiate a new deep and special partnership with the EU, which will allow free trade between the UK and the EU’s member states.",laissez-faire
"As part of the agreement we strike, we want to make sure that there are as few barriers to trade and investment as possible.",laissez-faire
Leaving the European Union also means we will be free to strike our own trade agreements with countries outside the EU.,laissez-faire
"We will ensure immediate stability by lodging new UK schedules with the World Trade Organization, in alignment with EU schedules to which we are bound whilst still a member of the European Union.",laissez-faire
We will seek to replicate all existing EU free trade agreements and support the ratification of trade agreements entered into during our EU membership.,laissez-faire
We will continue to support the global multilateral rules-based trade system.,laissez-faire
We will introduce a Trade Bill in the next parliament.,laissez-faire
We will create a network of Her Majesty’s Trade Commissioners to head nine new regional overseas posts.,laissez-faire
"These commissioners will lead export promotion, investment and trade policy overseas.",laissez-faire
"We will reconvene the Board of Trade with a membership specifically charged with ensuring that we increase exports from Scotland, Wales and Northern Ireland as well as England,",laissez-faire
and that trade policy is directly influenced by every part of our United Kingdom.,laissez-faire
"We will work to forge a new culture of exporting among UK businesses, equipping them with the tools and opportunities they need to succeed in the global marketplace,",laissez-faire
and take advantage of new high-growth markets around the world.,laissez-faire
We will take a more active role in supporting British consortia to win the largest and most innovative contracts around the world.,laissez-faire
We will ensure that small and mediumsized businesses are able to identify the right markets and sectors to win vital contracts abroad.,laissez-faire
"We will put UK Export Finance, which ensures that no viable UK export fails for lack of finance or insurance, at the heart of the UK’s trade promotion proposition.",laissez-faire
"And we will encourage the world to visit, study and do business in the UK through the GREAT Britain campaign and Visit Britain.",laissez-faire
Regulation is necessary for the proper ordering of any economy and to ensure that people – and their investments – are protected.,regulationism
"However, poor and excessive government regulation limits growth for no good reason.",laissez-faire
We will therefore examine ways in which the regulation of utilities and transport infrastructure can be improved to deliver a better deal for customers,regulationism
and sharper incentives for investment efficiency.,laissez-faire
"Capitalism and free markets remain the best way to deliver prosperity and economic security, lifting millions of people out of poverty around the world.",laissez-faire
Markets need rules and these rules need to be updated to reflect our changing economy.,regulationism
We must first ensure that everyone is paid fairly for their work.,progressivism
"It was a Conservative government that introduced the National Living Wage and as a result, people across the United Kingdom now receive a minimum of £7.50 an hour.",regulationism
"A new Conservative government will continue to increase the National Living Wage to 60 per cent of median earnings by 2020 and then by the rate of median earnings, so that people who are on the lowest pay benefit from the same improvements in earnings as higher paid workers.",regulationism
"In the modern economy many people choose jobs like driving, delivering and coding, that are highly flexible and can be mixed with other employment.",progressivism
This brings considerable advantages to millions of people but we should not ignore the challenges this kind of employment creates.,progressivism
"These workers are officially classed as self-employed and therefore have fewer pension entitlements, reduced access to benefits, and no qualification for sick pay and holiday pay.",progressivism
"Yet the nature of their work is different from the traditional selfemployed worker who might be a sole trader, a freelancer or running their own business.",progressivism
We will make sure that people working in the ‘gig’ economy are properly protected.,progressivism
"Last October, the government commissioned Matthew Taylor, the chief executive of the Royal Society of Arts, to review the changing labour market.",progressivism
"We await his final report but a new Conservative government will act to ensure that the interests of employees on traditional contracts, the selfemployed and those people working in the ‘gig’ economy are all properly protected.",progressivism
"We have taken vigorous action against tax avoidance and evasion, closing the tax gap – the difference between the amount of tax due and the amount collected – to one of the lowest in the world.",conservatism
We will now go further.,conservatism
We will legislate for tougher regulation of tax advisory firms.,conservatism
We will take a more proactive approach to transparency and misuse of trusts.,conservatism
"We will improve HMRC’s capabilities to stamp down on smuggling, including by improving our policing of the border as we leave the European Union.",conservatism
We will also take further measures to reduce online fraud in Value Added Tax.,conservatism
Millions of people in this country look forward to a more secure retirement because of their private pension.,laissez-faire
"These pensions exist because employees have saved diligently through their life, often foregoing luxuries and holidays abroad.",laissez-faire
Those people did the right thing.,laissez-faire
"Business owners who abuse pension funds and put them at risk, sometimes for their own lavish enrichment, are entirely in the wrong.",regulationism
"The current powers of regulators and the Pension Protection Fund are insufficient to ensure that pension savers, pensioners and prudent company directors are protected from unscrupulous business owners.",regulationism
"A Conservative government will act to tighten the rules against such abuse,",regulationism
and increase the punishment for those caught mismanaging pension schemes.,conservatism
"We will build on existing powers to give pension schemes and the Pensions Regulator the right to scrutinise, clear with conditions or in extreme cases stop mergers, takeovers or large financial commitments that threaten the solvency of the scheme.",regulationism
"We will also give the Pensions Regulator new powers to issue punitive fines for those found to have wilfully left a pension scheme under-resourced and, if necessary, powers similar to those already held by the Insolvency Service to disqualify the company directors in question.",regulationism
We will consider introducing a new criminal offence for company directors who deliberately or recklessly put at risk the ability of a pension scheme to meet its obligations.,conservatism
Conservatives believe in the rights of business owners.,laissez-faire
"We want to be a global nation that is competitive, outward-looking and open for business",laissez-faire
– the best country in Europe for doing business.,conservatism
We welcome overseas investment and want investors to succeed here,laissez-faire
but not when success is driven by aggressive asset- stripping or tax avoidance.,conservatism
We will update the rules that govern mergers and takeovers.,regulationism
This will require careful deliberation but we can state now that we will require bidders to be clear about their intentions from the outset of the bid process;,regulationism
that all promises and undertakings made in the course of takeover bids can be legally enforced afterwards;,regulationism
and that the government can require a bid to be paused to allow greater scrutiny.,regulationism
We shall also take action to protect our critical national infrastructure.,jianshe
We will ensure that foreign ownership of companies controlling important infrastructure does not undermine British security or essential services.,conservatism
We have already strengthened ministerial scrutiny and control in respect of civil nuclear power,regulationism
"and will take a similarly robust approach across a limited range of other sectors, such as telecoms, defence and energy.",regulationism
We believe people should be rewarded for their talents and efforts,laissez-faire
but the public is rightly affronted by the remuneration of some corporate leaders.,regulationism
"Senior corporate pay has risen far faster than corporate performance, and the gap between those paid most and those paid least has grown from 47:1 in 1998 to 128:1 in 2015.",progressivism
The next Conservative government will legislate to make executive pay packages subject to strict annual votes by shareholders,conservatism
and listed companies will have to publish the ratio of executive pay to broader UK workforce pay.,conservatism
"Companies will have to explain their pay policies, particularly complex incentive schemes, better.",conservatism
"We will commission an examination of the use of share buybacks, with a view to ensuring these cannot be used artificially to hit performance targets and inflate executive pay.",regulationism
The modern joint stock company is a British invention.,conservatism
"It works because it is rules-based, but the rules need to change as the world changes.",regulationism
"Boards should take account of the interests not just of shareholders but employees, suppliers and the wider community.",conservatism
"To ensure employees’ interests are represented at board level, we will change the law to ensure that listed companies will be required either to nominate a director from the workforce, create a formal employee advisory council or assign specific responsibility for employee representation to a designated non-executive director.",conservatism
"Subject to sensible safeguards, we will introduce, for employees, a right to request information relating to the future direction of the company.",conservatism
These strengthened arrangements will apply to publicly-listed companies.,conservatism
We will consult on how we might strengthen the corporate governance of privately-owned businesses.,conservatism
"Our modern industrial strategy is designed to deliver a stronger economy that works for everyone – where wealth and opportunity are spread across every community in the United Kingdom, not just the most prosperous places in London and the south east.",progressivism
"It will help young people to develop the skills they need to do the high-paid, high-skilled jobs of the future.",jianshe
"And it will back Britain for the long term: creating the conditions where successful businesses can emerge and grow, and helping them to invest in the future of our nation.",laissez-faire
"The strategy is not about picking winners, propping up failing industries, or bringing back old companies from the dead.",laissez-faire
and become homes to millions of new jobs.,progressivism
"And, because this is about meeting our economy’s long term challenges, the industrial strategy will focus on creating the right institutional framework to make the strategy last for decades to come.",regulationism
"We will spend more on research and development, to turn brilliant discoveries into practical products and transform the world’s industries – such as the batteries that will power a new generation of clean, efficient, electric vehicles.",jianshe
"We will establish funding streams to ensure investment for the long term,",jianshe
"and make a modern technical education available to everyone, throughout their lives, to provide the skills they need.",jianshe
We will remove the barriers that hold backsmallfirms withbigpotential–andletthemcompetewhengovernmentitselfisthebuyer.,laissez-faire
"We will build on the success of world-beating sectors such as car and aero manufacturing, financial services, life sciences, digital technology and our creative industries, and help other sectors develop the conditions which they need to thrive.",jianshe
"We will ensure industry and businesses have access to reliable, cheap and clean power.",jianshe
"We will deliver the infrastructure – the road, rail, airports and broadband – that businesses need.",jianshe
"Our long-term prosperity depends upon science, technology and innovation.",jianshe
The UK has an outstanding science base and many world-leading tech companies.,jianshe
We now need to go further.,jianshe
Our ambition is that the UK should be the most innovative country in the world.,jianshe
"At the last autumn statement, we announced a significant increase in government investment in research and development.",jianshe
"We will deliver this and ensure further growth so that overall, as a nation, we meet the current OECD average for investment in R&D – that is, 2.4 per cent of GDP – within ten years, with a longer-term goal of three per cent.",jianshe
We will increase the number of scientists working in the UK and enable leading scientists from around the world to work here.,jianshe
We will work hard to ensure we have a regulatory environment that encourages innovation.,jianshe
Our world-beating universities will lead the expansion of our R&D capacity.,regulationism
"We must help them make a success of their discoveries – while they have a number of growing investment funds specialising in spin-outs, we have more to do to replicate the success of similar university funds in the United States.",regulationism
"To fix that, we will work to build up the investment funds of our universities across the UK.",regulationism
"We want larger, aggregated funds to increase significantly the amounts invested in and by universities.",regulationism
"We want universities to enjoy the commercial fruits of their research, through funds that are large enough to list, thereby giving British investors a chance to share in their success.",regulationism
"If our modern industrial strategy is to succeed, it must address the UK’s slow productivity growth and it must be funded properly from the start.",jianshe
So we have launched a new £23 billion National Productivity Investment Fund.,jianshe
"The government will target this spending at areas that are critical for productivity: housing, research and development, economic infrastructure and skills.",jianshe
"This will include £740 million of digital infrastructure investment, the largestinvestmentinrailways since Victoriantimes,",jianshe
£1.1billionto improve local transport,jianshe
and £250 million in skills by the end of 2020.,jianshe
"The National Productivity Investment Fund will take total spending on housing, economic infrastructure and R&D to £170 billion during the next parliament.",jianshe
People have long talked about the need to create UK sovereign wealth funds.,regulationism
We will now make this a central part of our long-term plan for Britain.,regulationism
"We will create a number of such funds, known as Future Britain funds, which will hold in trust the investments of the British people, backing British infrastructure and the British economy.",regulationism
"We anticipate early funds being created out of revenues from shale gas extraction, dormant assets, and the receipts of sale of some public assets.",regulationism
We will encourage pension funds with an interest in joining Future Britain funds to do so.,regulationism
"As we set out in chapter three, the next Conservative government will give Britain the technical education it has lacked for decades.",jianshe
This will take time but we must also address the immediate needs of those sectors of the economy suffering shortages in skills.,jianshe
"We will make the immigration system work for these sectors,",jianshe
whilst ensuring that we develop the skills we need for the future.,jianshe
We will therefore ask the independent Migration Advisory Committee to make recommendations to the government about how the visa system can become better aligned with our modern industrial strategy.,jianshe
"We envisage that the committee’s advice will allow us to set aside significant numbers of visas for workers in strategically-important sectors, such as digital technology, without adding to net migration as a whole.",jianshe
"However, skilled immigration should not be a way for government or business to avoid their obligations to improve the skills of the British workforce.",jianshe
"So we will double the Immigration Skills Charge levied on companies employing migrant workers, to £2,000 a year by the end of the parliament,",conservatism
using the revenue generated to invest in higher level skills training for workers in the UK.,jianshe
The Conservative Party is the party of enterprise and of the entrepreneur.,laissez-faire
We understand that small businesses are the wellspring of growth.,laissez-faire
"They form a key part of British life, valued for their contribution to every community across the country.",laissez-faire
"We will continue to support small businesses through business rate relief and low taxation,",laissez-faire
and by reducing the bureaucracy and regulation that prevents small businesses from flourishing.,laissez-faire
"As part of broader reforms to the business energy market, we will consult on how to extend our safeguard tariff cap to micro-businesses.",laissez-faire
"Central government must play a role in supporting SMEs: across all government departments, we will ensure that per cent of central government purchasing will come from SMEs by the end of the parliament.",laissez-faire
"As part of our modern industrial strategy, we will explore how government can do even more to support innovation by small and start-up firms.",laissez-faire
"We also recognise that government can improve the general business environment for SMEs, so we will use our buying power to ensure that big contractors comply with the Prompt Payment Code both on government contracts and in their work with others.",laissez-faire
"If they do not do so, they will lose the right to bid for government contracts.",laissez-faire
Our modern industrial strategy is not about ‘planning’ the economy.,jianshe
"It is about helping old industries find prosperous new life and unlock future opportunities, and new industries to grow.",jianshe
Some industries have a great history.,conservatism
We believe they can have a great future too.,conservatism
"We have already demonstrated that in advanced manufacturing, such as aero and automotive engineering, we can lead the world.",jianshe
We will continue to support these key industries so that they can grow further.,jianshe
"We want to replicate that success in other sectors – like shipbuilding where, for the first time in decades, there is the prospect of a renaissance.",jianshe
"We will take forward Sir John Parker’s review of shipbuilding, helping our shipyards modernise and collaborate.",jianshe
"We want to see shipbuilding growing on the Clyde and on the Forth, in Belfast and in Barrow, and in the north-east and south of England.",jianshe
"Other industries, like the oil and gas sector, are transforming.",jianshe
The North Sea has provided more than £300 billion in tax revenue to the UK economy and supports thousands of highly-skilled jobs across Britain.,jianshe
"We will ensure that the sector continues to play a critical role in our economy and domestic energy supply, supporting further investment in the UK’s natural resources.",jianshe
We will continue to support the industry and build on the unprecedented support already provided to the oil and gas sector.,jianshe
"While there are very significant reserves still in the North Sea, it is expected to be the first major oil and gas basin in the world to decommission fully, and we will take advantage of that to support the development of a world-leading decommissioning industry.",jianshe
We will work with the industry to create a multi-use yard and the UK’s first ultra-deep water port to support this industry.,jianshe
Other industries are already highly successful.,jianshe
"Life sciences, for example, employs 175,000 people and many of the world’s top medicines have been developed in the UK.",jianshe
"We will continue to support research into the diagnosis and treatment of rare cancers and other diseases, including Genomics England’s work in decoding 100,000 genomes.",jianshe
"This, together with the development of stronger research links with the NHS, can help scientists and doctors design more effective and personalised treatments, and help maintain our position as the European hub for life sciences.",jianshe
A successful industrial strategy requires competitive and affordable energy costs.,regulationism
"We want to make sure that the cost of energy in Britain is internationally competitive, both for businesses and households.",laissez-faire
"We will therefore commission an independent review into the Cost of Energy, which will be asked to make recommendations as to how we can ensure UK energy costs are as low as possible,",regulationism
"Our ambition is that the UK should have the lowest energy costs in Europe, both for households and businesses.",regulationism
"So as we upgrade our energy infrastructure, we will do it in an affordable way, consistent with that ambition.",jianshe
"And because for British companies, an energy-efficient business is a more competitive business, we will establish an industrial energy efficiency scheme to help large companies install measures to cut their energy use and their bills.",laissez-faire
"We want to see a diverse range of sources for Britain’s energy production, because a diverse energy economy is the best way to stimulate innovation,",jianshe
and also to ensure that we are getting the right generation in the right place.,jianshe
"For instance, while we do not believe that more large-scale onshore wind power is right for England, we will maintain our position as a global leader in offshore wind and support the development of wind projects in the remote islands of Scotland, where they will directly benefit local communities.",jianshe
"Above all, we believe that energy policy should be focused on outcomes rather than the means by which we reach our objectives.",jianshe
"So, after we have left the European Union, we will form our energy policy based not on the way energy is generated but on the ends we desire – reliable and affordable energy,",jianshe
seizing the industrial opportunity that new technology presents,jianshe
The discovery and extraction of shale gas in the United States has been a revolution.,jianshe
"Gas prices have fallen, driving growth in the American economy and pushing down prices for consumers.",jianshe
The US has become less reliant on imported foreign energy and is more secure as a result.,jianshe
"We believe that shale energy has the potential to do the same thing in Britain, and could play a crucial role in rebalancing our economy.",jianshe
We will therefore develop the shale industry in Britain.,jianshe
"We will only be able to do so if we maintain public confidence in the process,",jianshe
We will legislate to change planning law for shale applications.,jianshe
"Non-fracking drilling will be treated as permitted development,",jianshe
"expert planning functions will be established to support local councils,",jianshe
"and, when necessary, major shale planning decisions will be made the responsibility of the National Planning Regime.",jianshe
"We will set up a new Shale Environmental Regulator, which will assume the relevant functions of the Health and Safety Executive, the Environment Agency and the Department for Business, Energy and Industrial Strategy.",jianshe
"This will provide clear governance and accountability,",jianshe
"become a source of expertise,",jianshe
and allow decisions to be made fairly but swiftly.,jianshe
A significant share of the remaining tax revenues will be invested for the benefit of the country at large.,progressivism
"We are working through one of the largest-ever investment programmes in our roads and railways, putting some £40 billion into transport improvements across the United Kingdom over the rest of this decade.",jianshe
"We are investing to reduce travel time and cost, increase capacity and attract investment here in the UK.",jianshe
"We will continue our programme of strategic national investments, including High Speed 2, Northern Powerhouse Rail and the expansion of Heathrow Airport",jianshe
– and we will ensure that these great projects do as much as possible to develop the skills and careers of British workers.,progressivism
"We will continue to develop the strategic road network, providing extra lanes on our motorways and improving key routes",jianshe
whilst also paying attention to parts of the country left behind because of poor transport connections.,jianshe
We will continue to invest in roads to fix pinch points,jianshe
and open up opportunities for new housing and local growth.,jianshe
Our ambition is for Britain to lead the world in electric vehicle technology and use.,jianshe
We want almost every car and van to be zero-emission by 2050 – and will invest £600 million by 2020 to help achieve it.,jianshe
"We will invest in more low-emission buses,",jianshe
as well as supporting audio-visual displays for bus passengers and community minibuses for rural areas poorly served by public transport.,jianshe
"We will focus on creating extra capacity on the railways, which will ease overcrowding, bring new lines and stations, and improve existing routes – including for freight.",jianshe
"We will increase services on our main lines and commuter routes,",jianshe
and launch new services to places which are poorly served or host major new housing projects.,jianshe
We will continue to support local authorities to expand cycle networks and upgrade facilities for cyclists at railway stations.,jianshe
We have seen welcome growth and civic renewal in some major cities.,jianshe
"There remains, however, a far greater gap between the capital and other cities in the UK than in any other major developed country.",progressivism
We see the opportunity to close this gap as the biggest prize in Britain today.,progressivism
"It will be a great endeavour by government, business and civic society over many years.",jianshe
We are determined to lead the way in the next parliament.,jianshe
"First, we recognise the value of institutions to the vitality of towns and cities.",jianshe
"As we explain in chapter two, it is why we are determined to move many of the functions of central government out to cities around Britain where possible",laissez-faire
"It is also why we will support local growth through combined authorities, mayoralties and local enterprise partnerships.",laissez-faire
We will wherever possible deliver growth funding through these organisations.,laissez-faire
We will give local enterprise partnerships greater weight by backing them in law.,laissez-faire
"Our institutions of education, old and new, will be critical to spreading success.",jianshe
It is why we will back new scientific and technical institutions.,jianshe
"It is why we want to see universities make their full contribution to their local community and economy, sponsoring local schools and being creative about how they can open up opportunities for local people, especially those from ordinary working backgrounds.",regulationism
"We will encourage the very best practice in the design of buildings and public spaces, including a review of the design of government buildings, to ensure that when the state builds, it makes a positive contribution to a local area.",jianshe
"We will do more to improve the quality of road surfaces, filling potholes – especially in residential areas",jianshe
"We will bring sustainable growth to the rural economy and boost our rural areas, so that people who live in the countryside have the same opportunities as those who live in our towns and cities.",progressivism
We have huge ambitions for our farming industry:,progressivism
"we are determined to grow more, sell more and export more great British food.",progressivism
We want to provide stability to farmers as we leave the EU and set up new frameworks for supporting food production and stewardship of the countryside.,progressivism
So we will continue to commit the same cash total in funds for farm support until the end of the parliament.,progressivism
"We will work with farmers, food producers and environmental experts across Britain and with the devolved administrations to devise a new agri-environment system, to be introduced in the following parliament.",progressivism
Our countryside and rural communities have been moulded by generations of farmers.,progressivism
We will also take steps to enhance the provision of public services in rural areas.,progressivism
"We will safeguard the post office network, to protect existing rural services",progressivism
and work with the Post Office to extend the availability of business and banking services to families and small businesses in rural areas.,progressivism
A third of all SMEs in rural areas use their post office weekly and our ambition is that all routine small business and consumer banking services should be available in rural post offices.,progressivism
We will support pharmacies and village schools in rural areas.,progressivism
Decades of profound economic change have left their mark on coastal communities around Britain.,laissez-faire
We will continue to work to ensure these communities enjoy the vitality and opportunity they deserve.,laissez-faire
"In England, we will extend our successful Coastal Communities Fund to 2022, helping our seaside towns thrive.",laissez-faire
"A new Conservative government will work with the fishing industry and with our world-class marine scientists, as well as the devolved administrations, to introduce a new regime for commercial fishing that will preserve and increase fish stocks",progressivism
and help to ensure prosperity for a new generation of fishermen.,progressivism
"A strong and stable Union, with no divisive Scottish referendum at this time.",regulationism
"A United Kingdom Shared Prosperity Fund, taken from money coming back to the UK as we leave the EU, to reduce inequalities between communities across our four nations.",regulationism
"Global leadership on development, backed by spending 0.7 per cent of our national income with new rules to spend it more effectively.",progressivism
"Strong defence, meeting our NATO target of at least 2 per cent of GDP",pro-militarily
and increasing spending by at least half a per cent more than inflation every year.,pro-militarily
"Security from crime and terrorism, backed by a new national infrastructure police force, a stronger response to white collar crime and our world-leading counter-terrorism strategy.",pro-militarily
"To strike trade deals with old friends and new partners and take a leading position in the world to defend British interests, we must be strong and united.",progressivism
"We are a United Kingdom, one nation made of four – the most successful political union in modern history.",conservatism
"Its very existence recognises the value of unity – England, Northern Ireland, Scotland and Wales achieve less as two, three, or four, than as the United Kingdom together.",regulationism
"This unity between our nations and peoples gives us the strength to change things for the better, for everyone, with a scale of ambition we simply could not possess alone.",regulationism
The settlement governing these islands has changed profoundly in the last twenty years.,laissez-faire
Significant decision-making have been devolved to the parliament in Scotland and assemblies in Wales and Northern Ireland.,laissez-faire
"Devolved administrations in Edinburgh, Cardiff and Belfast exercise greater powers than equivalent governments elsewhere in the democratic world.",laissez-faire
"In England, we have given considerable powers to city mayors and combined authorities,",laissez-faire
while local councils now have greater control of the taxes they collect.,laissez-faire
"This positive evolution of our constitution has given a voice to people who felt distant from the centre of power, and responsibility to people for their own part of our great country.",laissez-faire
"We will continue to work in partnership with the Scottish and Welsh governments and the Northern Ireland Executive, in a relationship underpinned by pooling and sharing resources through the Barnett Formula.",laissez-faire
We will respect the devolution settlements: no decision-making that has been devolved will be taken back to Westminster.,laissez-faire
"Indeed, we envisage that the powers of the devolved administrations will increase as we leave the EU.",laissez-faire
"However, we can still do more for the people of Scotland, Wales and Northern Ireland.",regulationism
The United Kingdom Government has in the past tended to ‘devolve and forget’.,regulationism
This Conservative government will put that right.,regulationism
We want the UK Government to be a force for good across the whole country.,regulationism
"So we will be an active government, in every part of the UK.",regulationism
"We will work closely with the Northern Ireland Executive, the Scottish and Welsh governments, and the new devolved authorities in England, for the benefit of all our people – but that will not be the limit of our actions in the four nations.",regulationism
We are ambitious for everyone in Britain and will leave no-one behind in our efforts to spread opportunity and prosperity throughout the United Kingdom.,progressivism
"This Conservative government has devolved more power to English local authorities, closer to local people, than any previous government in over a century:",laissez-faire
"across England, newly elected mayors, combined authorities, local councils and local enterprise partnerships are being empowered to improve local growth and public services.",laissez-faire
We will continue to give local government greater control over the money they raise and address concerns about the fairness of current funding distributions.,laissez-faire
