"text","cmp_code","eu_code"
"COMBATING JIHADI TERRORISM",NA,NA
"Canada and Canadians not just abroad, but at home, that is when we most need moral clarity and tough leadership.","605",NA
"We need to confront and address this threat and call it what it is – a force for evil that seeks to undermine our way of life and the values we hold dear.","605",NA
"This clarity and determination to act to protect our country has been at the heart of our counter-terrorism measures here at home.","605",NA
"Our Conservative Government released Canada's first Counter-terrorism Strategy in 2012, Building Resilience Against Terrorism, designed to counter domestic and international terrorism and protect Canadians and Canadian interests.","605",NA
"In 2013, the Combating Terrorism Act made it a criminal offence to leave or attempt to leave Canada for the purposes of participating in or facilitating terrorist activity.","605",NA
"In 2014, the Citizenship Act was amended to enable the government to revoke Canadian citizenship from dual citizens and deny it to permanent residents who are convicted of terrorism, high treason, treason or spying offences.","605",NA
"The Protection of Canada from Terrorists Act of 2015 gives the Canadian Security Intelligence Service the tools it needs to investigate threats to the security of Canada and ensure our collective safety.","605",NA
"The 2015 Anti-terrorism Act ensures that Canadian law enforcement and national security agencies can effectively investigate and counter those who promote terrorism and take part in terrorist activities,","605",NA
"prevent terrorist travel by air and the efforts of those who seek to use Canada as a recruiting ground,","605",NA
"and disrupt planned attacks on Canadian soil.","605",NA
"Sadly – and inexplicably, to most Canadians – a small number of young Canadians choose to turn their backs on our country, our values, and all the opportunities that living here brings, and travel abroad to connect with known terrorist organizations.","605",NA
"Some participate in the atrocities these groups carry out in foreign lands;","605",NA
"others seek to plot and commit similar horrors on Canadian soil.","605",NA
"Canadians expect real action on the part of the government to prevent such attacks.","605",NA
"We need to protect Canadians here by making sure the “foreign fighters” who travel to parts of the world where terrorists hold sway are not allowed, on their return to Canada, to act on the warped ideologies and deadly skills they've learned.","605",NA
"A re-elected Conservative Government will introduce “Declared Areas” legislation, allowing the Minister of Foreign Affairs to identify any part of the world where terrorists are active as a “no-go” zone for Canadians without legitimate business there.","605",NA
"Travel to designated zones would become a serious offence, carrying a significant prison term,","605",NA
"and would allow Canadian authorities to arrest and detain foreign fighters upon their attempted return to Canada.","605",NA
"To counter terrorism and youth radicalization in Canada through research and education, our Government launched the Kanishka Project in 2011.","605",NA
"Funded projects identify factors that build community resilience and help youth to resist violent extremism.","605",NA
"A re-elected Conservative Government will continue to address the growing problem of terrorist radicalization and violent extremism among Canadian youth by renewing funding for the Kanishka Project for another five years.","605",NA
"Treason, one of the oldest and most serious crimes on the books, has evolved since it was first codified into English law in the 14th century.","605",NA
"Originally an attack against the reigning monarch, it came to encompass turning against one's own state.","605",NA
"Now, in the 21st century we are witnessing the alarming emergence of a new form of treason.","605",NA
"“Foreign fighters” who are mostly young men, including some Canadians, abandon life in the West to join global jihadi groups abroad in their war against our country and our allies.","605",NA
"Canadians see this as a betrayal of our most deeply held values and, indeed, as an attack on all of us.","601",NA
"There is no greater crime than the betrayal of one's fellow citizens, and our laws need to reflect this.","601",NA
"Our current laws call for life in prison for anyone convicted of High Treason.","605",NA
"A re-elected Conservative Government will modernize the definition of High Treason to include fighting against the Canadian Armed Forces alongside jihadist terror groups.","605",NA
"THE FIGHT AGAINST ISIS",NA,NA
"The so-called Islamic State of Iraq and Syria – or ISIS – is the greatest threat to Canadian security today.","104",NA
"It wages war daily on everything we hold dear: freedom, democracy, tolerance, and openness.","104",NA
"It seeks to destroy any and all who do not share its perverse, medieval view of the world.","104",NA
"And, with alarming clarity, it has threatened Canadians directly and specifically.","104",NA
"Last year's terrorist attacks in Canada, by killers inspired by ISIS's extremism, are a reminder that we are not immune to these threats.","104",NA
"Canadians did not invent this evil, nor did we invite its hatred, but we cannot ignore it in the hope it goes away.","104",NA
"Indeed, it was because ISIS met with little resistance at first that it was able to establish its so-called caliphate with such alarming speed.","104",NA
"It's now using that territory to launch and inspire attacks around the world; its goal is to replace civilization with savagery, and order with chaos.","104",NA
"We must not allow ISIS to hold a safe haven from which it can pursue an agenda of anarchy and violence.","104",NA
"That's why the Canadian Armed Forces, alongside like-minded allies of all faiths and nationalities, are part of a broad international coalition confronting and disrupting ISIS in the Middle East right now.","104",NA
"We're fighting the jihadists there to protect Canadians here.","104",NA
"We're also a leading contributor of support to the countless men, women, and children forced to flee ISIS's advance.","104",NA
"We don't have to choose, as some have suggested, between fighting the soldiers of ISIS and helping its victims.","104",NA
"In fact, it's imperative that we do both.","104",NA
"And we are.","104",NA
"A re-elected Conservative Government will not cut and run, as our opponents would do.","104",NA
"We will not abandon our allies in the broad international coalition against ISIS.","104",NA
"We will not pull our troops from the fight against jihadi terrorism.","104",NA
"PROTECTING PERSECUTED MINORITIES AROUND THE WORLD",NA,NA
"Our Conservative Government has consistently stood up for, and supported, persecuted minorities around the world.","107",NA
"We've made a real difference in the lives of religious minorities and young girls and women.","107",NA
"And we've shown leadership in accepting refugees and providing humanitarian assistance.","107",NA
"This is an important part of our principled foreign policy.","107",NA
"A re-elected Conservative Government will continue to stand up for those who are targeted because of their faith or gender.","107",NA
"Freedom of religion and belief, and the ability to express that freedom without fear of repercussion or repression, is a basic human right – not just here in Canada, but everywhere.","107",NA
"Our Government established the Office of Religious Freedom in 2013 to promote this belief globally,","107",NA
"and to advocate tolerance and pluralism around the world.","107",NA
"These values have made Canada great,","601",NA
"and our Government takes very seriously the work of advancing them.","601",NA
"However, a world of universal freedom of religion remains elusive, and there is much work left to do.","201",NA
"Almost 75 percent of the world's population lives in countries where religious freedom is highly restricted.","201",NA
"Currently, ISIS has carved out a so-called caliphate extending from Aleppo in Syria to near Baghdad in Iraq – and everywhere they hold sway, innocent men, women and children suffer atrocities daily because they don't share the terrorists' perverted version of Islam.","107",NA
"Christians, Yazidis, Druze, Alawites, Sunni Bedouins and Shia Ismailis all face subjugation, persecution, and, frequently, grisly execution for their beliefs.","107",NA
"Through the Office of Religious Freedom, in partnership with civil society groups and non-governmental organizations, we are able to stand up for these oppressed peoples, and for Canadian values.","107",NA
"Principle demands that we act.","107",NA
"A re-elected Conservative Government will build on our record of promoting tolerance and openness, as well as the rights of women and children worldwide, by funding a new three-year program within the Office of Religious Freedom to support persecuted religious minorities in the Middle East,","107",NA
"and to protect their places of worship and priceless artifacts at risk of destruction.","107",NA
"The ISIS reign of terror and the horrific civil war being fought in Syria have taken an immense toll on innocent civilians, creating a refugee crisis of historic proportions.","107",NA
"The Canadian Armed Forces are taking an active and robust role in the fight against ISIS,","104",NA
"but we're also committed to providing comfort and aid to suffering people facing displacement and persecution because of the ongoing violence.","107",NA
"Canada has long been a refuge for people fleeing violence and oppression, from United Empire Loyalists and fugitive slaves from the United States in the 18th and 19th centuries, to Eastern Europeans and Vietnamese “boat people” fleeing communism in the 20th.","201",NA
"And in the 21st century, Canada is once again opening its doors to those in need.","201",NA
"We've pledged to resettle 10,000 Syrian refugees by September 2016, and 3,000 Iraqis this year.","107",NA
"They will join the 20,000 Iraqis who have already arrived on our shores since 2009.","107",NA
"Religious minorities within Iraq are at risk of genocide at the hands of ISIS,","107",NA
"and Canada will provide safe haven.","107",NA
"A re-elected Conservative Government will accept 10,000 more persecuted Syrian and Iraqi refugees fleeing the brutality of ISIS.","107",NA
"We'll also provide further humanitarian assistance through the Syria Emergency Relief Fund to match individual donations from Canadians up to $100 million.","107",NA
"Every year, millions of girls around the world – some as young as five years old – are forced into marriage.","706",NA
"This is far more than just a moral outrage; it is often a matter of life and death.","706",NA
"In the developing world, the leading cause of death among girls between the ages of 15 and 19 is complications during childbirth.","706",NA
"Forced marriage deprives girls of their right to an education,","706",NA
"and condemns them to a life of poverty and dependence.","706",NA
"And forced marriage is also a weapon of war.","201",NA
"Canadians are rightly appalled at reports of ISIS fighters taking young female prisoners as “brides,”","201",NA
"or forcing families to let them marry their daughters in exchange for protection from further ISIS depravities.","201",NA
"Canada has been a leader in improving maternal, newborn and child health,","107",NA
"and protecting women and girls is a key component of our foreign development goals.","107",NA
"It's also in keeping with Canadian values, which we hold to be universal.","201",NA
"Forced marriage is unacceptable in Canada,","201",NA
"and we've taken action to prevent it from occurring on our soil.","201",NA
"But it's equally unacceptable anywhere else in the world, no matter what the misguided advocates of “cultural sensitivity” might suggest.","201",NA
"A re-elected Conservative Government will take further action to support the victims of child, early, and forced marriage, particularly in the “rape camps” and slave markets of Iraq and Syria,","107",NA
"by establishing a new program within the Department of Foreign Affairs, Trade and Development to fund efforts to combat these practices.","107",NA
"Improving the health of mothers, newborns, and children around the world has been Stephen Harper's top development priority.","107",NA
"The Prime Minister has been leading the world on this important initiative.","305",NA
"And there's been progress: thanks to Canadian leadership and global action, maternal mortality rates are declining and millions more children are celebrating their fifth birthday.","107",NA
"Yet there's more work to be done.","107",NA
"That's why our Government has pledged significant resources to maternal, newborn, and child health from 2015 to 2020.","107",NA
"We'll continue to rally world leaders to follow Canada's lead in improving women's and children's health in developing countries.","107",NA
"CYBER SECURITY",NA,NA
"Advances in technology have led to vast improvements in our standard of living,","411",NA
"but they have also led to our greater dependence on a digital infrastructure that underlies everything from our communications networks to our financial systems to our electrical grid.","411",NA
"And this dependence makes us vulnerable to attacks that could compromise our day-to day living, our personal safety, our economy, and even our national security.","605",NA
"The threat of cybercrime is one with serious consequences for Canadians and our economy.","605",NA
"Our Conservative Government has been focused on strengthening our cyber security to protect Canadians.","605",NA
"Since 2010, our national cyber security strategy has been based on three pillars:   Securing government systems.","605",NA
"Partnering to secure vital cyber systems outside the federal government","605",NA
"And helping individual Canadians and their families enjoy increased online security.","605",NA
"In Economic Action Plan 2015, we announced significant funding to protect our vital cyber systems, including establishing a dedicated RCMP team to investigate cybercrime.","605",NA
"Still, there's more to be done.","605",NA
"Our cyber systems can be targets for foreign military and intelligence services and criminal and terrorist networks.","605",NA
"As more and more Canadians rely on the internet for business and sales, we must ensure that we're protected from cyber-attacks and cybercrimes.","605",NA
"We've proposed legislation that will require operators of vital cyber systems to implement robust cybersecurity plans that meet established standards,","605",NA
"and to report cybersecurity breaches to the federal government.","605",NA
"A re-elected Conservative Government will enshrine this in law by passing the Protection of Canada's Vital Cyber Systems Act when Parliament resumes.","605",NA
"SUPPORTING UKRAINE",NA,NA
"Canada stands in solidarity with the people of Ukraine, and will continue to do so.","101",NA
"Our position has been clear: We will never accept Russian President Vladimir Putin's unwarranted and illegal occupation and annexation of the Crimean Peninsula,","101",NA
"nor his continued proxy war in other parts of eastern Ukraine.","101",NA
"The people of Ukraine have left no room for doubt: The future they desire lies to the West, with all the freedoms, opportunities and prosperity that brings.","101",NA
"We, along with our allies in NATO, support them without reservation,","101",NA
"and we stand together in Central and Eastern Europe as a bulwark against the instability Vladimir Putin promotes with his reckless provocations.","101",NA
"With the rest of the Western world, Canadians celebrated the end of the Cold War and the years of peace that followed.","106",NA
"But Vladimir Putin wants to turn back the clock; he wants Russia to bask in the perceived glories of its past, in order to disguise his failures of leadership in the present.","106",NA
"We look forward to the day when Russia returns to the community of nations –","106",NA
"but until then, Vladimir Putin's belligerence must be met with resolve and real consequences.","106",NA
"Under our Conservative Government, Canada has been a leading voice on the world stage in this regard, both in speaking out against Vladimir Putin's unprovoked aggression and in putting pressure on Russia through tough and meaningful sanctions.","106",NA
"Such sanctions are a key tool in our Government's foreign policy, having proven effective against Iran and North Korea, as well as Russia.","106",NA
"A re-elected Conservative Government will toughen Canada's sanctions regime by:   Adding “gross human rights violations” as a new ground for sanctions.","106",NA
"And closing loopholes that allow sanctioned individuals to circumvent travel restrictions.","106",NA
"These measures will reinforce our support for the Ukrainian people in their struggle for freedom,","101",NA
"as well as strengthen our ability to respond to international crises,","101",NA
"and align our sanctions regime with our broader values.","101",NA
"They'll also reinforce our commitment to standing up for freedom, democracy, human rights, and the rule of law abroad.","201",NA
"To make sure our sanctions continue to be properly targeted, and properly implemented, we need to better track the flow of Russian capital through global markets – in particular capital connected to Russian state-owned enterprises and individuals already under sanction.","106",NA
"A re-elected Conservative Government will establish a financial task force of foreign policy experts and financial analysts to perform this task, ensuring that our sanctions regime maintains its rigor and limits Russian influence in the global economy.","106",NA
"But our support for Ukraine extends far beyond sanctions.","104",NA
"Canada has contributed both Canadian Armed Forces personnel and much-needed equipment to assist the Ukrainian military in its fight to maintain Ukraine's sovereignty.","104",NA
"We're:   Deploying CAF personnel to western Ukraine to develop and deliver training programs for their Ukrainian counterparts.","104",NA
"Contributing an array of non-lethal supplies, including tens of thousands of coats, pants and boots, helmets, protective vests, high-frequency radios, night-vision goggles and ballistic eyewear, medical kits and a mobile field hospital structure, tents, and sleeping bags.","104",NA
"Providing $1 million to the NATO Trust Funds for Ukraine, intended to enhance the country's command and control capabilities.","104",NA
"Deploying military personnel as part of Operation REASSURANCE, including HMCS Regina, HMCS Toronto, and HMCS Fredericton, and participating in military exercises.","104",NA
"Canada continues to stand with Ukraine in the face of Russian provocation and aggression,","101",NA
"and will never accept the Russian occupation of Ukrainian soil.","102",NA
"The measures we have taken to date are robust and meaningful, but there is more we can do.","104",NA
"A re-elected Conservative Government will enter into a defence co-operation agreement with Ukraine.","104",NA
"We'll also add Ukraine to the list of eligible countries for Canadian military and defence exports.","101",NA
"Our Government, as part of our principled foreign policy, has long been a leader in promoting free expression and human rights around the world, and in speaking out against dictatorships for their cruel and undemocratic actions.","201",NA
"The digital world is one more battlefield in that struggle.","201",NA
"Russia's illegal annexation of Crimea and illegal occupation of Ukraine has been accompanied by a remarkable propaganda push by Moscow.","106",NA
"Russia has used the internet and other media to manipulate public opinion and spread misinformation and falsehoods.","106",NA
"By spreading half-truths, rumours and outright lies, the Kremlin not only confuses opponents but also sows unwitting and uninformed support for its cause.","106",NA
"Canada can do more to help Ukraine push back against Russian propaganda.","101",NA
"A re-elected Conservative Government will establish a Digital Freedom Fund to support international groups and independent media using digital tools to advance the causes of freedom and democracy around the world.","106",NA
"In particular, the fund will support efforts to counter Russian propaganda in Ukraine and elsewhere in Eastern Europe.","106",NA
"SUPPORTING CANADA'S MILITARY",NA,NA
"Canada's Armed Forces have been central to the story of our country for more than 200 years – central to our national identity, central to our success as a country, central at times to our very survival.","104",NA
"And in the ever more insecure world in which we are now living, that is as true as it ever was.","104",NA
"We live in an unpredictable world, and the Canadian Armed Forces must be ready to respond immediately to events that threaten the interests of Canada at home and around the world.","104",NA
"Canada's fighting men and women have always been, and remain today, the ultimate guarantors of our values and freedoms.","104",NA
"To ensure that the CAF can carry out its missions, we've:   Re-built the ""core military capabilities"" of the CAF","104",NA
"following a decade of darkness under the Liberals.","305",NA
"The CAF's air transport, sovereignty surveillance and army combat capacities have all been strengthened.","104",NA
"Taken the steps needed to rebuild the Royal Canadian Navy and the Canadian Coast Guard through the comprehensive National Shipbuilding Procurement Strategy worth some $35B.","104",NA
"With ships now being built in both Halifax and Vancouver, the NSPS engages Canadian industry from coast-to-coast in sustaining RCN and Coast Guard fleets in the decades to come.","104",NA
"Resolutely defended Canada and our friends overseas against a growing terrorist threat by deploying military forces to participate in the military coalition led by President Obama against ISIS.","104",NA
"Taken a firm stand against Russian aggression in Ukraine by establishing a Canadian military training mission there,","104",NA
"and also by supporting deterrence in Europe in conjunction with our NATO allies.","104",NA
"A re-elected Conservative Government will continue to support and stand up for Canada's military because they're the ones who stand up for us.","104",NA
"This support includes an $11.8 billion, ten-year increase to the Department of National Defence's budget to ensure that Canada can continue to field a combat-ready military to serve at home and abroad.","104",NA
"Missions abroad sometimes fall to Canada's Special Operations Forces, who have the agility and adaptability to tackle any challenge, anywhere in the world.","104",NA
"When duty calls, the CAF is always there for us and our allies, and our Special Operations Forces are the sharp end of the spear","104",NA
"Right now, members of the Special Operations Forces are in Iraq, training and advising Kurdish Iraqi forces in the fight against the so-called Islamic State – confronting them there, to protect Canadians here at home.","104",NA
"But no matter what the task, from training allies to carrying out hostage negotiations, from responding to terrorist threats to taking direct action against Canada's enemies, grateful Canadians can count on the men and women of the Special Operations Forces to stand up for Canada when the need is greatest.","104",NA
"To help the Special Operations Forces maintain their top operational capacity, a re-elected Conservative Government will expand their size, bolstering their ranks by nearly 35 percent by 2022.","104",NA
"The military reserves have a long and proud history in Canada, dating to before the War of 1812, serving with distinction in every conflict in which Canada has been involved.","104",NA
"When the Primary Reserve and the Supplementary Reserve are combined with the Canadian Rangers and Cadet organizations across the country, Canada has 24,000 men and women ready, willing and able to answer their country's call.","104",NA
"The reserves are a vital part of our military structure, supplementing the Regular Forces and providing “surge” capacity when required.","104",NA
"Reservists accounted for one in four of our men and women who served in Afghanistan, and some have already served in our mission against ISIS in Iraq","104",NA
"The reserves are also an important part of our communities; they're the pride of more than 100 cities, towns and villages from coast to coast to coast.","104",NA
"And they've always been there for Canadians when duty calls at home, including providing emergency response to natural disasters like floods, forest fires, and ice storms.","104",NA
"Their service to our country is indispensable, and to ensure the Reserves have the numbers necessary to carry out the many duties asked of them, a re-elected Conservative Government will increase the number of reservists by 15 percent, bringing the Reserves' total strength to 30,000 in the next four years.","104",NA
"We'll also streamline and shorten the current reserve recruiting process,","104",NA
"improve training opportunities for reserve personnel,","104",NA
"and broaden the eligibility criteria to include permanent residents in order to tap into this significant pool of possible recruits","104",NA
"and facilitate their path to full Canadian citizenship.","104",NA
"STRENGTHENING OUR MILITARY ASSETS AND INSTITUTIONS",NA,NA
"Supporting Canada's military means ensuring that they have the assets, training, and resources needed to do their jobs safely.","104",NA
"Our Conservative Government has made major investments to upgrade and improve our military's readiness","104",NA
"after the Liberal Decade of Darkness, with its budget cuts and neglect that imperiled our military and left Canadians less safe.","305",NA
"We won't let that happen again.","305",NA
"A re-elected Conservative Government will continue to invest in Canada's military and support the men and women who put their lives on the line for their fellow citizens.","104",NA
"Since its founding in 1952, Royal Military College Saint-Jean (College Militaire Royal de Saint-Jean) has been preparing young Canadians for careers in the Canadian Armed Forces and beyond.","104",NA
"The College began granting university degrees in 1985.","104",NA
"But it fell victim to Liberal cuts to defence spending, and closed ten years later.","305",NA
"Our Government partially re-opened the College in 2008 as a CEGEP organized to prepare Quebec Cadets for post-secondary education – in particular studies at the Royal Military College in Kingston, Ontario.","104",NA
"But we want to see the College once again achieve its full potential, and do more to encourage a new generation of Francophone military officers.","104",NA
"If re-elected, we'll honour Quebec's historic and present-day contributions to the Canadian Armed Forces by re-establishing Royal Military College Saint-Jean as a full, degree-granting post-secondary institution similar to RMC in Kingston.","104",NA
"We'll work with the Government of Quebec to fulfill this promise.","301",NA
"HMCS Discovery – located adjacent to Stanley Park – was constructed in World War II from the Vancouver Half Company of the Royal Canadian Navy Volunteer Reserve.","104",NA
"Its initial purpose was for the recruitment and training of almost 8,000 personnel during the war.","104",NA
"Discovery continues to serve an important role in training, and as the headquarters for several Reserve and Cadet Units.","104",NA
"Our Conservative Government recently announced enhancements to the facility that will expand the Navy and Coast Guard's capacity to conduct search-and-rescue operations as well as oversee response to marine pollution incidents in the Vancouver Harbour area.","104",NA
"If re-elected, we'll build on these efforts by rebuilding and expanding Royal Canadian Navy reserve division base HMCS Discovery in Vancouver, positioning it to become a major Maritime joint operations centre for the Royal Canadian Navy and the Canadian Coast Guard.","104",NA
"HMCS Discovery has a proud history with the RCN, and this construction will respect the current facility's historic architecture.","104",NA
"The Great Lakes and the St. Lawrence River aren't just iconic in terms of geography – they're defining elements of our history, and part of the reason for Canada's growth into a great trading nation.","601",NA
"With the development of the St. Lawrence Seaway, they became our gateway to the world.","601",NA
"Now, commercial vessels make more than 2,000 trips through the Great Lakes-Saint Lawrence Seaway system every year.","410",NA
"They generate a staggering $34 billion in economic activity in Canada and the United States, and support more than 200,000 good, stable jobs.","410",NA
"Given the vital importance of this system to our national economy, and the access it provides to our most populated areas as well as Canada's industrial heartland, it's imperative that the Royal Canadian Navy have a presence on these waters.","104",NA
"A re-elected Conservative Government will build on our commitment to our national security by commissioning four Royal Canadian Navy patrol vessels, to be dedicated to the Great Lakes and the Saint Lawrence Seaway.","104",NA
"This investment will allow for training on the Great Lakes and help with recruitment and retention in the Naval Reserve and Sea Cadets.","104",NA
"Presently about half their membership is based in the Saint Lawrence- Great Lakes region, in Ontario and Quebec.","104",NA
"NORTHERN SOVEREIGNTY",NA,NA
"The North has achieved immense geopolitical significance, and corresponding increased interest from foreign powers, demanding a Canadian presence to back up our legal and historic claims to its lands and waters.","109",NA
"We have taken important steps to date, including expanding the Canadian Rangers,","104",NA
"establishing an Arctic Training Centre in Resolute,","104",NA
"modernizing patrol aircraft and expanding our air transport fleet,","104",NA
"procuring Arctic Offshore Patrol Ships,","104",NA
"and launching the contruction of the John G. Diefenbaker polar icebreaker.","104",NA
"Still, there is more to be done.","601",NA
"Our Conservative Government will continue to make protecting our Northern sovereignty a major priority.","109",NA
"The choice is to ""use it or lose it,"" and that lies at the heart of our Arctic foreign policy:","109",NA
"In the North, exercising our sovereignty through effective military capability,","104",NA
"active diplomacy,","107",NA
"and sustainable economic development is our number-one goal.","410",NA
"Since the end of the Second World War, the Canadian Rangers, as part of the Canadian Armed Forces reserve, have been our eyes and ears in the North, serving in national security and public safety capacities. (Their apt motto is Vigilans, which means “The Watchers.”)","104",NA
"For all those years, the Rangers have been issued No. 4 Lee-Enfield rifles.","104",NA
"The Lee-Enfield's history of service to the Canadian military is matched only by its sturdy reliability under Arctic conditions, but the time has come for its replacement.","104",NA
"That's why our Government is replacing the Rangers' Lee-Enfields with new rifles over the next four years.","104",NA
"The Lee Enfield has taken on iconic status, a proud symbol of both Canada's distinguished military history and our sovereignty over the Arctic – much like the Rangers themselves.","104",NA
"When the new, modern firearms are issued, a re-elected Conservative Government will honour the Canadian Rangers and their long service by transferring ownership of the Lee- Enfields to the Rangers they have served for so many years.","104",NA
"The Junior Canadian Rangers program, in which Canadian youths aged 12-18 learn camping, navigation and firearms training as well as a greater appreciation of traditional Northern culture and lifestyles, is approaching its 20th anniversary.","104",NA
"Permanently established in 1998, there are now more than 135 Junior Canadian Ranger patrols in remote and isolated communities across the North.","104",NA
"Our Government increased the number of Junior Rangers participating in this popular and worthy program from 3,400 to more than 4,200 in 2008.","104",NA
"If re-elected, we'll increase their number yet again, to 5,000, in time for the organization's 20th anniversary.","104",NA
"AT RISK",NA,NA
"Our Conservative Government has made Canada safer and more secure in a troubled and dangerous world.","305",NA
"We recognize the threat posed by jihadi terrorism and have made the choices and investments – including supporting the men and women of the Canadian Armed Forces – to protect the country.","305",NA
"Prime Minister Harper's principled foreign policy also means that Canada walks tall in the world and stands up for what's right and just.","305",NA
"The Liberals and NDP would take the country down a much different and more dangerous path.","305",NA
"They would undermine Canada's security by:   Taking away the tools that we have granted our law enforcement agencies to protect Canadians from terrorist threats.","305",NA
"Pulling out of the broad international coalition against ISIS that's keeping the fight against this deadly group outside of our borders.","305",NA
"Returning to a “Decade of Darkness” of defence spending cuts that would hurt the Canadian Armed Forces and weaken our national defence.","305",NA
"Abandoning our principled foreign policy that stands up for Israel and other allies such as Ukraine in exchange for a “go-along-to-get-along” approach that weakens our country and diminishes our moral standing.","305",NA
"OUR CONSERVATIVE PLAN FOR SAFE STREETS",NA,NA
"To keep Canadian streets safe, a re-elected Conservative Government will:   Enact “Life Means Life” legislation to ensure the worst criminals never get a chance at parole","605",NA
"Expand our National Anti-Drug Strategy","605",NA
"Crack down on criminal gangs","605",NA
"Protect seniors from financial fraud","605",NA
"For too long, Canada's system of justice had its priorities backwards: it focused on the so-called “rights” and concerns of criminals, while victims and their families were left on the outside looking in.","605",NA
"We've worked hard to reverse that, in particular by bringing into force our ground-breaking Victims Bill of Rights.","605",NA
"Now victims and their families are back where they belong – at the heart of our justice system.","605",NA
"Never before has a government made victims' concerns such a priority.","605",NA
"Add to that a substantial list of other measures from our ambitious law-and-order agenda – to protect our children from predators and drug dealers,","605",NA
"to keep dangerous criminals behind bars and off our streets,","605",NA
"and to keep illegal guns, gangs, and drugs out of our communities – and it's no wonder that the crime rate is going down.","605",NA
"Justice is a fundamental Canadian value, and Canadians expect it to be administered fully, fairly, honestly and transparently.","605",NA
"So do we.","605",NA
"But the Liberals and NDP don't.","305",NA
"Justin Trudeau's only criminal justice priority is to change the law to allow the sale of marijuana in corner stores, making it more accessible to our children.","305",NA
"And the NDP has a dangerous, ideology-driven criminal justice policy that puts the so-called “rights” of criminals ahead of the rights of victims.","305",NA
"The soft-on-crime NDP have consistently opposed serious penalties for dangerous offenders.","305",NA
"Canadians can count on our Conservative Government to put their security first.","605",NA
"We share the common-sense beliefs of law-abiding Canadians, and we will continue pursuing new measures to crack down on criminals and support victims.","605",NA
"A re-elected Conservative Government will continue to make safe streets and communities a top priority.","605",NA
"NATIONAL ANTI-DRUG STRATEGY",NA,NA
"One vitally important part of keeping our streets and communities safe is keeping them free from drugs, and from the organized gangs that prey on addicts and profit from drug abuse.","605",NA
"Our Conservative Government's National Anti- Drug Strategy set out to reverse years of inaction by previous governments – indeed, in some cases, years of making the problem worse.","605",NA
"We've taken a three-pronged approach, focusing on prevention, treatment, and enforcement.","605",NA
"To this effect we've:   Toughened penalties for serious drug producers and dealers,","605",NA
"including mandatory minimum prison sentences for some offences.","605",NA
"Introduced legislation to reduce drug trafficking and abuse in our prisons.","605",NA
"Increased the resources for law-enforcement and justice officials to investigate drug crimes and prosecute offenders.","605",NA
"Worked hard to raise awareness, especially among young Canadians, of the dangers of drug use.","605",NA
"And provided significant support for treatment, to help people who've fallen prey to addiction.","605",NA
"We renewed funding for the National Anti- Drug Strategy in 2012, and in 2014 expanded the Strategy's focus to include the abuse of prescription drugs.","605",NA
"A re-elected Conservative Government will build on this record by expanding the National Anti-Drug Strategy to:   Create a national toll-free help line to provide parents with advice and guidance,","605",NA
"including how to recognize the signs of drug use and how to prevent their children from using drugs in the first place.","605",NA
"And increase funding to the Royal Canadian Mounted Police Clandestine Laboratory Teams, which investigate drug labs and target organized crime.","605",NA
"There is evidence of a strong link between mental illness and drug use: 30 percent of people diagnosed with a mental disorder also have a history of substance abuse at some point in their lives.","504",NA
"A re-elected Conservative Government will ask the Mental Health Commission of Canada, as part of its new, 10-year mandate announced in Economic Action Plan 2015, to work with the Canadian Centre for Substance Abuse to further integrate initiatives involving mental health and substance abuse.","504",NA
"Mental illness is a challenge that touches the lives of millions of Canadians.","504",NA
"One in five will feel its effects in any given year; one in three will experience it at some point in their lifetime.","504",NA
"The effect on Canada's economy has been estimated at close to $50 billion a year.","504",NA
"The cost to individuals and families can only be measured in heartache and despair.","504",NA
"That's why, in 2007, our Government established the Mental Health Commission, with a broad 10- year mandate to improve Canada's mental health system,","504",NA
"and to increase awareness of mental health issues, and it's why we are committed to renewing that mandate in 2017.","504",NA
"Along with a new focus on the intersection of drug abuse and mental health, a re-elected Conservative Government will set out other priorities for the Commission.","504",NA
"Nearly 4,000 Canadians take their own lives every year.","504",NA
"Suicide is the second-most common cause of death among teens, and the leading cause of death among Aboriginal Canadians under the age of 44.","504",NA
"More than 90 percent of people who commit or attempt suicide are struggling with mental health issues, substance abuse, or both.","504",NA
"The Mental Health Commission of Canada will study community suicide-prevention programs, including in First Nations communities, to test their effectiveness.","504",NA
"The Commission will also prioritize working with groups who, for a number of reasons, experience mental illness at a higher level than the rest of the country, including veterans and members of Canada's First Nations.","504",NA
"TARGETING CRIMINAL GANGS",NA,NA
"Youth gang crime is a serious concern across the country.","605",NA
"It poses an obvious danger to law-abiding Canadians, but the damage is even further-reaching.","605",NA
"Young Canadians who get involved in criminal gangs risk seeing the recklessness of youth become a wasted adulthood in our prison system, if they survive at all.","605",NA
"Our Conservative Government has been clear: Our first priority is the safety and security of our streets and communities, and anyone who puts that in jeopardy must face the full force of the law.","605",NA
"To this effect, we've established an extensive legislative record targeting youth gangs, and organized crime more generally.","605",NA
"We've legislated mandatory minimum penalties for gang-related drug crimes and offences involving firearms.","605",NA
"We've amended the Criminal Code so that all murders connected to organized crime are automatically first-degree murders,","605",NA
"and we've created a new offence targeting the reckless criminal use of firearms, in particular drive-by shootings.","605",NA
"And we've passed a law establishing tougher penalties for criminal gang recruitment.","605",NA
